@relation Tudo
 @attribute frase string
 @attribute PouN {P,N}
 @data
" after where ", P
" not like good more very even no great people most dont movies could too think many never little best off still ", P
" not good more even up much get great also because people most dont then movies them make way too after characters think many being character where little know show life does off these end ", P
" not good more even much great movies made could characters watch many being two where best know show life better off these ", P
" like good very up much get great also because dont them too many acting did does ", P
" not like good more get great them make love did does these ", P
" like very no much into people most first then make way too characters many being two character over ", P
" not more well great also movies could after watch best ", P
" not like good very even no up much well get great also into because most first made make could too after characters many seen being two character never did little know life ever still over end ", P
" more most made could too seen love ever your end ", P
" not good more very no much also most movies them after characters being does better end ", P
" not up really well get great also because dont them after characters think seen never show these over say ", P
" not more very even really much well great also because most made seen being character never best know ever does better off still end ", P
" not like more even up great people them make could characters many seen plot little does off still these over ", P
" not more even no well great because first made make way any watch acting did plot ever ", P
" not very no really much great also bad because movies could too little off say ", P
" not more very even no up much also most first dont made them way many two never where little best show ever still these over ", P
" not good more well get great also because most first movies way many seen being character did best does off still these ", P
" not like more very most them could never did life better end ", P
" like into them could any too watch seen two off these ", P
" good even really great way too watch better ", P
" not like good very no much get bad because people dont movies way too after think many seen acting where know these ", P
" not good more even well bad first dont them make way any too after seen ", P
" not up get great because most movies made make many where better off say ", P
" no great into too your end ", P
" not good more up really much then love did little know ", P
" no much get could after many never know your off ", P
" great characters two love ", P
" not like good no up well great also first them character never acting best your better still end ", P
" much great any these end ", P
" like good more very no well great also most dont then made way many two character never acting did best know these over ", P
" not like more very great into most first movies them make seen character never did little over ", P
" characters ", P
" because seen show ever ", P
" not like more even up also because most first could any love did does your better ", P
" not like good more dont then movies make too think character never love did show ever does off still ", P
" not like good more very really much great also into first then made them make any after think watch many love did little show ever still ", P
" not even no great people dont then could think many show ", P
" like good very much well great into made character show your these ", P
" not like good get also because most after did show ", P
" not like very most then way any too characters being know life still ", P
" like more even up get also because dont then made make way too after think watch many two best ever better end ", P
" not like no well also made any being character where little best life your ", P
" not very even really also first made them too think many seen character show life ", P
" even no most first after being life off over ", P
" not very even up great also most make could after characters end ", P
" not like good make character love best these ", P
" not like good more up really much get great most then them after being never love does better off end ", P
" good more very up get into most first then movies them way any think watch many did life these ", P
" most make think two life ever say ", P
" not like very even well great bad first movies after character love little show your ", P
" not very much great because make any too think two love where life end ", P
" like good more very much well then seen never plot best show ", P
" not more very even much well get also bad most then movies many being two character love life does your still over ", P
" not like good more up get great also them any after watch many seen being character never acting where plot best show life does still over ", P
" not like good very no really get great people dont made them make way after think watch being did know show life say ", P
" good up really dont too being character never love acting did best know end ", P
" not like good more even up much well get great most dont make too after watch acting plot little ever does still ", P
" not like more even get great into because most movies made way too seen never little show end ", P
" not like more very even no up really much well get great into because people dont then movies make could way after characters being character never love acting where little does better off still over say end ", P
" good really well great bad dont could watch seen being love where better still say ", P
" not like more up much well then make after where did plot does ", P
" no most any think never still ", P
" not like good more up really much well get great also people most movies them too after characters many seen two character never love acting plot know off over ", P
" not good more very no up much well dont make way after watch two love plot say ", P
" great being little your ", P
" not good more much could characters your end ", P
" not like even much because people most movies make way characters watch seen never show these over ", P
" not like more very even up really well great also into most could way any think two did best ever does ", P
" not good even no because most never best ever better over say ", P
" not no really get also dont made could way any characters being two best your ", P
" not like very much well also first dont any after think character life your better over end ", P
" not like good up really well get because people dont make acting still ", P
" up dont too ", P
" get also into first then characters two where did ", P
" more most made could better end ", P
" not like good more very even no well also because people first then made make could think watch seen two little show life your better off still say ", P
" not well because people most then after love show life does end ", P
" like really most two love best over ", P
" not good very really great also because most made make way characters watch life better ", P
" up much also into dont them make characters think character know life over end ", P
" like also most them could too many love little best better ", P
" not like more get into because first dont make way too after being two never love acting where plot show ", P
" not very up really also into first characters two never plot show does ", P
" not more very much get because people first movies way think seen best life ", P
" great also made watch life your ", P
" very even no much well also bad first dont made make way after watch many character love best know show still ", P
" good very up really well great people characters never love know show ever end ", P
" not like very up well great also because people way never know show ", P
" not up make little know show does better ", P
" like very into characters show ", P
" not like up much great because most dont then them characters watch where know show ", P
" not even also most way after characters watch two character plot show ever these end ", P
" really great too think watch show ", P
" not like even no up really great way two did show life does ", P
" good no great also bad think character love best show off still ", P
" not good more very no up well also into people first then make could too characters character love did better still over say end ", P
" like very much well people could characters think watch many show better ", P
" not like good more into because first dont seen know show ", P
" not like love best your still ", P
" not like great first movies seen best ever ", P
" like very much also most character best better ", P
" like very no great movies make characters seen plot best life ever ", P
" not like good more very up really much people then them little these say ", P
" not very get great characters ", P
" like very even no first movies make show life ever ", P
" because characters think love plot show ever still ", P
" not very even well great also people them being did life ever still end ", P
" like good much also bad could too over ", P
" more very dont make love little know show these ", P
" even great dont make any think watch love life ", P
" like good very even much people first dont made them could any characters never where little show say ", P
" not very even really much great people first dont characters think love little best ever say ", P
" like up well get seen say ", P
" not like good even great bad dont then movies characters watch love acting best know ", P
" not very much great into people most made after many plot show ", P
" like no really much well get people most dont way too after characters watch seen being character know ever these ", P
" like good more very even into most first made too where did little ever still ", P
" not like more very much because think many character life off ", P
" not like even no much get into bad because most first dont then them way any too watch seen character never where little know show ever does your better off say ", P
" good more no really much get most first dont then many character plot know these end ", P
" like good very no up much well also people most first then movies made them make way after many being two character never did off still these over ", P
" not good more very even up really well great also into made think many being never where little know still these ", P
" not more very up much well into made make characters two ever your ", P
" good no get because people most first dont movies make after think watch being ", P
" not like more even no up get people them make any after being never love life ever still ", P
" not like much get way any watch ever your ", P
" good up into bad people make watch never acting best off ", P
" not more even no up really get because could after love know over ", P
" more well great also people movies them way seen being never plot still these end ", P
" not more no much great most first made way too characters where still ", P
" very no up into make could any think did little show ever better off ", P
" not good even well into them being love over ", P
" good more really get also because first made make any two know show these ", P
" not more even really well great made could way after never did know ", P
" even much well great into too being love ", P
" very up great movies being never love life ", P
" not like no up great into after being love ", P
" not like best your ", P
" not really much well also because people most make too never ", P
" not like good even into because people then them make could too after being love did life better these ", P
" like people most way too watch many show ever over ", P
" no well any characters character never did plot best show life ever over ", P
" not made any think being ever better ", P
" more well into people still ", P
" good even up get never best show life say ", P
" not more get great most movies made make characters watch being character did show ever ", P
" not more very no up get great first then made characters think seen two never acting show life these end ", P
" like more very well also way watch character ", P
" very up well get great most after never did life end ", P
" good very even up too seen two ever does end ", P
" good up much great into most them way after characters seen being character life still these ", P
" not even no up really well get great into most made way too characters seen little best show life these over end ", P
" good very up life end ", P
" great never best show ever say end ", P
" not very even really much well great also first made them after characters think watch many being never love plot life still end ", P
" not up great because most seen show life ever say ", P
" good very up also bad any after show life ", P
" not very also way seen ", P
" also into most make love life ", P
" well get any many seen never over ", P
" like very even into most make way love little ", P
" not no get also because people dont could way any characters love did little best life ever say ", P
" good really get into because people most dont them make could way watch many never best show life over ", P
" not good great because them show ", P
" like good more even up really get into bad people dont then make way any think never where know show say end ", P
" not more great also then ", P
" like good very much get too little ", P
" not like more even also people think did show ever still these ", P
" great being off ", P
" good more also most movies watch show still ", P
" not even up really much well people most movies made them could way too many show ever still these ", P
" good more even well into them many off still ", P
" not more very even up well get also because most first made could way characters being two never love where plot know life ever does your these over say end ", P
" not like more very really much well also bad them way watch many being life these ", P
" not no really get because dont way too little know still over ", P
" more even get great people first dont then them way seen being two know still ", P
" not like well get most first too where little best know show ever does your over ", P
" not even no well most could watch seen love where did best better ", P
" like good very up great most then made make watch little show these ", P
" more up get into watch show life ", P
" not good very even well get most made watch being best show end ", P
" very really great watch show your off ", P
" very even no into after being never show off ", P
" made them seen never where show end ", P
" more also first dont then them make any after watch show your off ", P
" even really much well also dont made them after think two know show better say ", P
" good because people then made love acting know show still these ", P
" like up really much great made love where best show life ", P
" also because them way after two best show does your ", P
" not good no really much also bad people make any seen show ever your ", P
" up well most first dont make after watch many being best show ", P
" not even well most watch seen being never where know show say ", P
" not like into people most love show off ", P
" not more very people could little know better say ", P
" really much also because first dont make way many being did life does say ", P
" not like very up well get because then made them make way character little off end ", P
" good really well first ", P
" very up first any acting little ", P
" not good more really much also into people most made too characters think seen character never plot better end ", P
" not like good more even really much great people most first then could way too after think two character acting where little show better off still these end ", P
" not like good very really much well because people most first made them make could way too after characters think many being two character never where did little best show off over end ", P
" not like good very much well great into could too think many love little best know does off these ", P
" not very great also into because most first them make way any think two little best life does still these over ", P
" good really dont acting did little ", P
" not more much well great also into most characters never where little your still these ", P
" more up great into people first made way think two character love little show off ", P
" like more up great most then movies made them way after characters think many seen two never little best know life ever does better over end ", P
" like good even up get bad because dont then could watch many love plot better off ", P
" not like more very really get most dont could way know show does say ", P
" good even much well also into first made too little ", P
" not like more even also after think character love ", P
" like no great also them could way any many never these ", P
" not like good even no dont them many two character where know your off ", P
" not like very even much first made them two does off still end ", P
" not like good more very really because first then movies watch seen ever still these ", P
" not up much most many never did your better ", P
" not like good more very no great also because too after many plot know ", P
" not even because could way after think watch many love know life does these say ", P
" good very great plot better ", P
" good very no really much ", P
" not make over ", P
" not good more very great also love little show life your better over ", P
" not like no up well get because first made make way too watch seen best ever your ", P
" not good very into people most then made after many best ever still say ", P
" like into first then after watch did ever ", P
" even no great bad because most first think watch being love ", P
" made way best ever ", P
" really way ever ", P
" not well great most first movies them characters seen two plot best life these ", P
" like more much first ever better ", P
" not like good no up really get great into people most them make way any seen never ever still ", P
" not more even really any think acting did plot best life your better ", P
" not like good very even get great also into people dont too best life ever does end ", P
" not like even up great first make way after seen never best ever still ", P
" not up really well because most first them could way think watch seen never little best show ever still ", P
" not like more even no much most then make after seen never know still end ", P
" more very well into most dont then make way any too watch many never know ", P
" because most then movies could say ", P
" not like good more even really much because most first dont them way being two love best know ever does over ", P
" more really much well into love best ", P
" like more into then movies made them way after where little ", P
" not like good more even no up great also most first dont after think ever still ", P
" like more into because made best ever ", P
" really well most made way too watch little best ever ", P
" great into ever still ", P
" not good then seen best ever does these ", P
" not like good no great into then plot ", P
" not like even no up really into people most first then make where best know life ever off still say ", P
" like good very really great also first then movies them watch being acting life still these end ", P
" not like good more well bad most dont any characters many seen acting does better off ", P
" not like more even also movies them too being two love where best ", P
" like good more no well get great also bad because people them could too did best your ", P
" not like more very even no up really well get also into because then them make way after being two acting where best life off ", P
" not well into then made too being did ", P
" like up well great people dont made could watch best know ever say ", P
" not good more very no really much great because most make way being ", P
" not good more very even up well great also because most first make after characters being character did does still ", P
" good more very up really well also into then made them could way being character best life over ", P
" up also them after best ", P
" good very up dont then acting did know still these ", P
" more much get also first after watch many best ", P
" not very most first characters think watch character never ", P
" very no up great also into because then movies made way after being two where did plot best these ", P
" not like more very even no up really get also into people most then movies made them way too after characters many being character never did little best life better these over say end ", P
" very well get also because most characters many ", P
" not even no up much well get most made could any seen never acting where little best show life better these say ", P
" not even no up also because most dont then made could being character never best life does over end ", P
" more very well great little still ", P
" well get great also because first dont way watch seen being never know ", P
" not good very even well also bad most dont made any after best ever does ", P
" not like good more very even no up really much well get great also into because most first dont then them make could way too after characters think many being two character never where plot little know does off still ", P
" not like good more even much get great also because people most then movies make could way characters two character little best does over ", P
" not more very get great first movies could way after characters being two acting little best life end ", P
" not like good more very even no up really much well great also first made them make could way too being two character little best show life does better still ", P
" not like good more very even no up really well get because people most dont then movies them make any too after characters seen two character never acting best know ever does your these end ", P
" not good up much first made after being character little best your still ", P
" not good more very even really much well get great also because people first then made make could way too watch being acting plot little still ", P
" not like more even no up really much get into because people first then movies them make could way any many two character plot know does still these ", P
" not good very well into too being still ", P
" like well get because movies any acting these over ", P
" not like good more even no up much into bad people then movies could any after two character acting where did does your off still end ", P
" more up into bad most life ", P
" not even no up much into because first dont then them any never where life does better still end ", P
" not even no made characters love life ever still ", P
" not like good more even up well also into bad then make could after seen being never know off still over say end ", P
" not like movies best ", P
" like up also into most them watch many two love ", P
" not like very much into bad people most made too being acting plot little better off say ", P
" not like no really much well also people most movies way any seen being acting did plot know ever end ", P
" not up really get into people movies them characters seen little best ever ", P
" not like good even up well also bad them could way any too acting where little does say ", P
" not more very even really also because people most dont then movies them could too characters watch never acting plot better still ", P
" not like good very up get also because people most movies way after watch seen little ever say ", P
" not good very even no up really into because people most movies make way any never love acting plot know does ", P
" not like more even much get great also into because people first movies them make could any characters think watch many two character never love where did plot little know life does off these over say end ", P
" like into being ", P
" also first seen acting little does ", P
" no much made make could being acting these ", P
" not like even up really much get into people most first them make way after many two love where ", P
" like even no up really well get because people first dont then them any plot little know ever say end ", P
" not very even up well get into because people most way your say ", P
" not like very even no up really much people most dont then made make after characters character never did plot know does these say ", P
" not like even up really much great people most then movies after seen best know ever ", P
" acting best better ", P
" great also dont watch ", P
" not more well great people after many plot little ", P
" much ", P
" more very really much great bad because most first dont way think being best ever ", P
" like good even up well get great because people first dont then made them could after think seen being two character did little know life these end ", P
" like more very no really much well most first dont could way think never know ", P
" like great dont then movies think watch love acting know ", P
" not well people dont movies any where did know your these ", P
" not good more even up really well get great bad could too characters did ", P
" very much well great bad after ", P
" up great way think two acting did life ", P
" not good more them ", P
" like more even really made being did life ", P
" like good more very up dont could many seen two acting did ", P
" good even great seen character acting say ", P
" like very well bad people after characters think watch character plot life ", P
" not more very much into first movies made could after many where plot does ", P
" not more really much most made them way watch two acting better these ", P
" not more very even no much well first them being love where did does ", P
" not even up really get into dont too many seen does off still these say ", P
" great does better ", P
" not like good more very even really much great into because dont could too characters being two never where plot best ever does better off ", P
" not very first made two did ", P
" not good no get great into first then made them could way after watch many seen two best off over ", P
" get great people way know ", P
" not good even much great also into dont them make any think acting ", P
" good very no up really well get people them where ", P
" not like more very even really much well get also into because most first then them could any too after many seen being two character never acting little know better still these over ", P
" not more very much well get into way think many seen plot does these over ", P
" up into first watch ", P
" not even up great bad could think watch many does ", P
" much great into then could any plot best ", P
" not more even no well characters many plot show does still ", P
" not like really much get into make too being plot ", P
" not like good more even up really much well into because first dont make way after think seen two never love did best know better off still these over end ", P
" not good more really well great dont make think acting plot little best your say ", P
" not good more very well get great also into make characters two where ", P
" not up bad people first dont made too think many still over ", P
" up get first movies could where best over end ", P
" not very no up well ", P
" not more very no up much get great most first could characters two little life does these ", P
" not like good even up well get great then way character never little best ever does still over ", P
" not very up get great first them too did your ", P
" like even well first them seen know off ", P
" not like more even no up really much well get great into bad people most then made make could too watch many two character never where plot little know show ever does off these ", P
" not like more very even up really into because people most first them make any after characters seen two love little know ever does off still these over ", P
" not also people then character love little best life off ", P
" not good make seen two does better end ", P
" not characters did plot does ", P
" not good even really into people then made any after characters being best your off over ", P
" like more very even no up get most then them make way after watch many never acting where plot best show life these ", P
" up get first way seen best ever ", P
" not good really much great dont make think seen being acting show better ", P
" not like even really great also people dont movies make could way love acting where best life still over ", P
" very really also because first make watch many seen never love best ever ", P
" like no then could any after think love know does off over ", P
" not good well get because dont movies make life your these say ", P
" not more even into most after characters love little best end ", P
" not like very really great dont made think watch many best your ", P
" not people most first way think character love acting where plot life does ", P
" not even no up movies after think seen being little best these ", P
" not like good really get great first dont them way any seen did know ever these ", P
" great because make watch over say ", P
" not like good even really also because dont then make could too think watch seen did your still ", P
" not like even really much first dont then characters think many did plot life off ", P
" like good very also made too characters does still ", P
" not more very much get people then could too two love ", P
" like good much great because movies made could way too did best say ", P
" good very even up most first movies make too being ever ", P
" not like get great dont way after being life better off ", P
" like good more no up also people most dont think being two love where say ", P
" not like good more very up really well great also into could way after characters think many being love your ", P
" like very even up really well also first made could think character plot still ", P
" not good very even really into first movies after think two character love plot say ", P
" like good really well get also could after think being love did little your over ", P
" not like good people plot ", P
" good very great also people most first made make many character did ever end ", P
" like up well get great first way think love ", P
" not like good up well bad acting where plot off end ", P
" not good very even much into most then way after seen never where best ever over ", P
" not good more very even no up really much well great also because most first made them make could way too think seen being love where plot little show does off over say ", P
" not like great seen know ever ", P
" not like very even no really get great dont then movies could way any think acting little best does still over end ", P
" well because where know end ", P
" not like good more very even up well get great also into people first made them way after character little best ", P
" not like very really well because most first movies never did ever say ", P
" good very even up really much into bad too watch never know better still say ", P
" good well characters plot ", P
" good more up well into first then any after character plot know off say ", P
" like even up made any where little ", P
" not like good more very no much get great into bad first dont then them too after think watch being plot still end ", P
" not like good more really well also because first too many seen ever say ", P
" more even no much also any after ever better ", P
" not like more very even well great also because most them make after watch many being two love did best ever does still end ", P
" like even love better ", P
" not more great also any after many never does over ", P
" more no much well into first dont then them way any too after watch many seen two where ever off say end ", P
" up great then them could seen best these over say ", P
" not like no up well first then two never best show ever these say ", P
" like good very no up really great also into most way seen being never love did little know life ever say ", P
" like really make any never did best ever these say ", P
" not like really first then after know off still end ", P
" not like very no much get into first then after where best show your say ", P
" not great first made ever these over say ", P
" not like good more even really bad because people dont way too after watch being never love still over ", P
" not like good more very even much get also into bad made any many seen did show ever does these ", P
" not good no up get also first dont made make could two love where life your off ", P
" more very up really much well most them make way after characters character know show life does off ", P
" like good more very even up really also into because then make way did off end ", P
" not more into could too being ", P
" not good very even into first made could way any seen little still ", P
" get also most dont then love your ", P
" not like no really also made plot off ", P
" like get great because dont think two life your ", P
" like very up really much get also because first dont then made them could after being two character love acting did little best show life does your off these end ", P
" not more no really well great many love did little better ", P
" like good more very no great also people first dont make way after character love your off these over ", P
" like great made them make any many love little these ", P
" even no into most dont movies them two ", P
" more very no really also bad most first could way any seen plot little best ever your ", P
" not more because first any two ", P
" like even no great also them love say ", P
" not like good more very even no up really well great also into because people most first then movies them make any after watch many love acting where did plot best know ever does better say ", P
" not like even well get great into people most dont characters watch seen character acting where off ", P
" very movies character never best ", P
" not really well get great also could any after seen love best life better ", P
" not like very no much because dont could characters never love know better off ", P
" not more very really well great because most dont made them make could way after characters watch many seen where know ever does say ", P
" not more really people make way life better off ", P
" not good even no well also into people first then made make could any too characters many seen character little best know ever does ", P
" like good more very even really well get also into most dont then made way too after many seen love acting plot best does your off end ", P
" not like much great also people most first many did ", P
" also into first watch ", P
" not like also first then way love where know life off over ", P
" like very even really great also dont movies way any think many seen never love acting know ever ", P
" not very well get great dont then watch seen being know ", P
" not like no up really much well dont way any too after two does over say ", P
" like no into most characters where plot life ever ", P
" not good more much because movies them could think love where little best end ", P
" not good very even no up really well get great also people dont could way any too watch character little say ", P
" not good very up great also people first made them two does ", P
" not good more no up great into because people most then them make way too being two character never love where life does still these ", P
" not very really well first make think many seen character never did know does still ", P
" not good very great also movies make love acting ", P
" good well made love know ", P
" great could never love little still ", P
" not good very even no really well also first made could seen character best over end ", P
" too your ", P
" not good very even up great most too think being little ", P
" not more very even no into people them too many seen being two know over ", P
" like into most think character love acting best better ", P
" not like more no much well great also into bad most first dont movies made them make could way any too characters seen character never love acting where did know life does your these say end ", P
" not no really well great many ", P
" not like more very even up really much well great also most made them way any characters many seen two never love acting little life does your still these over ", P
" like good much great most first many love did better still over ", P
" really get then your ", P
" not like good more very really much great people first make watch love little know life your off ", P
" very much any characters plot ", P
" more very well people think never acting better ", P
" up much make after characters watch character love life does better ", P
" not more no people make too many never life still these ", P
" not like well into because most think seen being two end ", P
" more very get also into people first could many two know better over ", P
" not like good up really much also because most then made them being never ever ", P
" not like good no much great bad people them little your ", P
" not like good well bad people movies make could after being acting ever off ", P
" like more really movies too seen know ever say ", P
" like even dont then movies make any think ", P
" more much well great into then make after many being best ever end ", P
" more well great most watch many two did ever over ", P
" not very really well people most dont way any too acting show ", P
" not no most characters seen best show ever ", P
" more very even no really get first could characters watch ", P
" not like characters watch know ", P
" very even no well people most first make any too seen best show still ", P
" more into most too best show ", P
" characters best show ", P
" too seen ever ", P
" not like no much most dont way characters think did better ", P
" good up bad make any many seen never best ever say ", P
" no then movies after seen ", P
" like even get great then make after two character acting where little show life better these end ", P
" first them make watch ", P
" much first them ", P
" like good more even well also way any characters many love best show life does your these say ", P
" not like more very really people dont watch acting where ", P
" like more even much get great people then them characters being acting show ", P
" no up well great characters little best show ", P
" good more really because way characters seen best show ", P
" very much any too seen two best show ever these ", P
" not good very great make seen character never best still end ", P
" not very even well also people made them make could way any characters watch many acting where best show your these ", P
" not like good more very no up really well get great first dont movies made make could any after characters watch being two character little best show does these ", P
" not like much people first made them too many love show better these over ", P
" not good very much great also people them make never best show ", P
" not like up because first movies after seen acting best ever your off end ", P
" like good even up much great because people way think watch many best know show these ", P
" like more even really well great into most then movies any after characters never where plot best show does these over say ", P
" not even well most movies made watch many best show still ", P
" not like good very even no much get also people most them make any after seen two never where did best show your off over say ", P
" even no up also because then made make way any after many where show ever does ", P
" not like good no really well get great bad made being two love acting best know show ever end ", P
" like good very really much then could did ", P
" not like more much well great also after characters many seen being two character love acting these say ", P
" good even really get movies them ever say ", P
" like very even great into bad dont make think seen being never acting where best better still ", P
" not like up really get also into most way after watch seen never plot best know these ", P
" not good more much most make characters many being best these ", P
" not like very no much into then watch did little still over ", P
" not more even up get too where know off ", P
" like no up really also dont characters love know ", P
" not even up bad made think know does still over ", P
" not good up get watch best life ever say ", P
" not like up get after love little over ", P
" like ", P
" even get dont any ", P
" even first think never love still ", P
" not great also did still say ", P
" no up first made any best ever does ", P
" not up really well great bad most make plot your still ", P
" great where ", P
" show ", P
" not good made any too seen did know does ", P
" not good very well think watch never say end ", P
" not much get most dont better ", P
" not good up get seen being plot ever off ", P
" like much well great also because people most them way character ", P
" like up much also because dont them any think love know show ever does over ", P
" like up get because dont then could think watch seen being where show ever still ", P
" not no get made way any show still ", P
" not into watch never best show your better ", P
" not like more even up much most make could too after character never love did show still say ", P
" more no up also after life does these ", P
" not good very get into first way character little off end ", P
" not good even because any watch love where over end ", P
" not like good more very no up really much well get great into people first made could too many character acting plot little best know your off say ", P
" even much great also dont think many does better end ", P
" like good more much well because them any best does over ", P
" not like good very up really much well great most then them characters acting best ", P
" first movies think ", P
" like more very no into most first them any after watch many being acting best ever still ", P
" not good very even bad character love where ", P
" not like up really well great also most movies watch many seen plot best life ever does better say ", P
" like good more first movies any watch never where know better off ", P
" not no much well also because first made make could way any too many did little does better still say ", P
" like well most first movies after characters seen little ", P
" not good more very much great movies being plot your off ", P
" not good very no really great also because first movies them make could many being two character acting plot little best know does your over say ", P
" like good very even no up really much well great also into bad because most first then movies made them after think watch many seen two character never did plot little ever does better off still these over end ", P
" not like more very because most first movies after characters many character say ", P
" like great also dont way any characters many better ", P
" not like very much first made watch seen plot ever better ", P
" more very even much great most any think character love end ", P
" not good very even get bad most first movies too after seen being ever ", P
" more very even into because first then could after many seen two little still ", P
" not more much get great also into bad because most first made them too still ", P
" not like good very much well also into movies made them end ", P
" very great dont watch ", P
" very really could life ", P
" not like good more very great bad people most movies think best say ", P
" not like more even also into bad people dont then movies think watch know say ", P
" not like good more very well get them characters watch seen being best does off ", P
" more very even really well great people movies made after many acting best ", P
" not like well get also into bad movies them make think two ", P
" even no well get great movies after characters being where plot end ", P
" like great movies think many ", P
" not like good really much great also people movies seen acting best life ever does say ", P
" not good no bad first after love ", P
" good movies ", P
" very into most make after two character plot say ", P
" very most characters character ", P
" like more very much get dont them could after many seen two character plot your say ", P
" good even up well movies made never ever these ", P
" more very even well into make characters two love still ", P
" not like good more great also first movies make could after seen character love acting these ", P
" more well great also movies make watch ", P
" more very even really well into first dont could way too think say ", P
